strategy,direction,opened_at,closed_at,entry,exit,qty,reason,gross_pnl,fees,net_pnl,r_multiple,balance_after,tier,fib_zone,mode,rr
ICT,SHORT,2026-01-30 09:46:00-05:00,2026-01-30 09:52:00-05:00,83518.0,83242.0,0.895,TP,247.02,29.85004,217.16996,2.651955922413538,10217.16996,1,ote,1m,2.288636683960182
ICT,SHORT,2026-01-30 10:05:00-05:00,2026-01-30 10:05:00-05:00,83149.75,83283.477264975,0.815,SL,-108.98772095462002,50.88522793402503,-159.87294888864506,-1.5643023807522347,10057.297011111354,2,equilibrium,1m,1.3217729700418395
ICT,SHORT,2026-01-30 10:11:00-05:00,2026-01-30 10:13:00-05:00,83394.25,83242.0,0.881,TP,134.13225,29.36130725,104.77094275,1.041863694404252,10162.067953861353,1,ote,1m,1.3338385420203231
ICT,SHORT,2026-02-02 03:23:00-05:00,2026-02-02 03:26:00-05:00,76919.5,76752.0,0.92,TP,154.1,28.275556,125.824444,1.238600971748609,10287.892397861353,2,equilibrium,1m,1.5169422067659655
ICT,SHORT,2026-02-02 03:49:00-05:00,2026-02-02 04:01:00-05:00,76925.25,76752.0,0.905,TP,156.79125,27.815582250000002,128.97566774999999,1.253699024193918,10416.868065611354,2,equilibrium,1m,1.5240784603508648
ICT,SHORT,2026-02-06 05:20:00-05:00,2026-02-06 05:22:00-05:00,66036.5,65889.0,1.006,TP,148.385,26.5434106,121.84158939999999,1.1697797395121303,10538.709655011355,2,equilibrium,1m,1.4246183712989833
ICT,SHORT,2026-02-06 05:34:00-05:00,2026-02-06 05:37:00-05:00,66014.5,65889.0,1.218,TP,152.859,32.131692599999994,120.72730740000003,1.1456958082170567,10659.436962411355,2,equilibrium,1m,1.4506238838575392
ICT,SHORT,2026-02-06 06:32:00-05:00,2026-02-06 06:34:00-05:00,66022.5,66126.63450225,1.093,SL,-113.81901095925295,54.184544831027594,-168.00355579028053,-1.5761352634133672,10491.433406621074,2,equilibrium,1m,1.36891486580011
ICT,LONG,2026-02-07 09:48:00-05:00,2026-02-07 09:48:00-05:00,68493.5,68337.67204935,0.704,SL,-109.70287725759762,36.104231417508316,-145.80710867510592,-1.3900765488235627,10345.626297945968,2,equilibrium,1m,1.5470473544148224
ICT,LONG,2026-02-07 09:50:00-05:00,2026-02-07 10:02:00-05:00,68394.0,68724.0,0.585,TP,193.04999999999998,16.042806,177.007194,2.267551475409836,10522.633491945968,2,equilibrium,1m,1.6192158247968915
ICT,SHORT,2026-02-23 04:34:00-05:00,2026-02-23 04:37:00-05:00,66165.0,66262.7836158,1.072,SL,-104.82403613759904,53.254313219875684,-158.07834935747474,-1.617643506754162,10364.555142588493,2,equilibrium,1m,3.239674810000342
ICT,SHORT,2026-02-23 04:43:00-05:00,2026-02-23 04:46:00-05:00,66258.0,66340.8914258,1.359,SL,-112.64944766220059,67.59542369621421,-180.2448713584148,-1.73923412735959,10184.310271230079,2,equilibrium,1m,5.481392116236868
ICT,LONG,2026-03-03 04:30:00-05:00,2026-03-03 04:31:00-05:00,66620.0,66513.71546324999,0.908,SL,-96.50635936901108,45.315141502347046,-141.82150087135813,-1.5676719971373672,10042.488770358721,1,ote,1m,1.7523911444049474
ICT,LONG,2026-03-12 05:14:00-04:00,2026-03-12 05:16:00-04:00,69728.0,69651.3061728,1.44,SL,-110.43911116799572,75.2454984888576,-185.6846096568533,-1.849295054999883,9856.804160701868,1,ote,1m,1.405461220743404
ICT,LONG,2026-03-17 04:15:00-04:00,2026-03-17 04:16:00-04:00,74212.0,74130.3742212,1.328,SL,-108.39903424639068,73.85553253116449,-182.25456677755517,-1.8492950549999172,9674.549593924312,2,equilibrium,1m,1.6978386244812267
ICT,LONG,2026-03-17 04:57:00-04:00,2026-03-17 05:04:00-04:00,74200.0,74098.38942,1.027,SL,-104.35406565999301,57.095155263886994,-161.44922092388,-1.6688396409872404,9513.100373000432,2,equilibrium,1m,1.4649681528662872
ICT,SHORT,2026-03-23 04:09:00-04:00,2026-03-23 04:13:00-04:00,68502.0,68603.3616502,1.007,SL,-102.07118175139311,51.79227464996327,-153.8634564013564,-1.6168324385474835,9359.236916599077,1,ote,1m,1.4497047681531603
ICT,SHORT,2026-06-06 04:54:00-04:00,2026-06-06 04:58:00-04:00,61437.425,61310.19,1.217,TP,154.84499500000072,29.876769491000005,124.96822550900073,1.3356170412159312,9484.205142108078,1,ote,1m,1.654929588914592
ICT,SHORT,2026-06-16 05:35:00-04:00,2026-06-16 05:49:00-04:00,66667.0,66514.37,1.094,TP,166.9772200000051,29.140083756000003,137.8371362440051,2.221837954435131,9622.042278352083,2,equilibrium,1m,1.4138164502742978
ICT,SHORT,2026-06-26 11:21:00-04:00,2026-06-26 11:22:00-04:00,59870.134999999995,59958.28536401349,1.171,SL,-103.22407625980604,52.63771930569289,-155.86179556549894,-1.6201232943467732,9466.180482786584,1,ote,1m,2.0730901361186156
ICT,SHORT,2026-07-05 11:07:00-04:00,2026-07-05 11:15:00-04:00,62872.7025,62749.0,1.184,TP,146.4637599999993,29.747219151999996,116.71654084799928,1.2334573288900543,9582.897023634583,1,ote,1m,1.5478251572248332
ICT,SHORT,2026-07-07 11:45:00-04:00,2026-07-07 11:47:00-04:00,63890.130000000005,64002.299720013,0.906,SL,-101.62576633177159,43.46923750648247,-145.09500383825406,-1.5141232298665452,9437.802019796329,2,equilibrium,1m,1.9898812642095347
