strategy,direction,opened_at,closed_at,entry,exit,qty,reason,gross_pnl,fees,net_pnl,r_multiple,balance_after,tier,fib_zone,mode,rr
ICT,SHORT,2024-06-15 06:10:00-04:00,2024-06-15 06:20:00-04:00,66351.0,66242.0,1.096,TP,119.46400000000001,29.0643856,90.3996144,1.3021391471829324,7913.109375192878,1,ote,1m,1.415696003812697
ICT,SHORT,2024-06-19 11:17:00-04:00,2024-06-19 11:30:00-04:00,65382.0,65456.927038199996,1.157,SL,-86.69058319739523,56.782910320758575,-143.47349351815382,-1.8134121270364993,7769.635881674724,2,equilibrium,1m,1.637857915825855
ICT,SHORT,2024-06-25 03:43:00-04:00,2024-06-25 03:46:00-04:00,61504.0,61587.6621504,1.002,SL,-83.82947470079952,46.266362211085436,-130.09583691188496,-1.6752188865441546,7639.540044762839,2,equilibrium,1m,1.7289430222956053
ICT,LONG,2024-07-10 10:16:00-04:00,2024-07-10 10:20:00-04:00,58341.0,58456.0,0.906,TP,104.19,21.163616400000002,83.0263836,1.0865486536797004,7722.566428362839,2,equilibrium,1m,1.3635124079629068
ICT,LONG,2024-07-16 05:56:00-04:00,2024-07-16 06:03:00-04:00,63530.5,63724.0,0.708,TP,136.998,18.0192372,118.9787628,1.5413035801908535,7841.54519116284,2,equilibrium,1m,1.7747327582648769
ICT,LONG,2024-07-16 10:26:00-04:00,2024-07-16 10:35:00-04:00,63291.0,63452.0,0.941,TP,151.501,23.8530326,127.6479674,2.17697072794974,7969.19315856284,1,ote,1m,1.6804301901287118
ICT,LONG,2024-07-16 10:58:00-04:00,2024-07-16 11:04:00-04:00,63483.0,63379.1784483,0.817,SL,-84.82220773889915,38.8525560357436,-123.67476377464276,-1.5528522906205564,7845.518394788197,2,equilibrium,1m,1.4464060400274894
ICT,SHORT,2024-07-19 12:00:00-04:00,2024-07-19 12:05:00-04:00,64108.0,64164.501808600005,1.088,SL,-61.47396775680595,52.34593868226625,-113.81990643907218,-2.088685153430684,7731.698488349125,1,ote,1m,1.359487279083261
ICT,SHORT,2024-08-03 11:35:00-04:00,2024-08-03 11:45:00-04:00,61874.0,61939.0642871,1.25,SL,-81.33035887500228,58.05160669738125,-139.38196557238354,-1.8940662203446241,7592.316522776741,1,deep_discount,1m,1.4223141698049355
ICT,SHORT,2024-08-13 05:49:00-04:00,2024-08-13 06:22:00-04:00,59284.0,59070.0,0.823,TP,176.12199999999999,19.481068399999998,156.6409316,2.0624290234493596,7748.957454376741,2,equilibrium,1m,2.318928524988089
ICT,SHORT,2024-08-16 04:30:00-04:00,2024-08-16 04:53:00-04:00,58131.75,58209.952163175,1.071,SL,-83.75451676042829,46.74039317171823,-130.49490993214653,-1.6833523210581196,7618.462544444595,2,equilibrium,1m,1.3228472646765157
ICT,SHORT,2024-08-16 04:58:00-04:00,2024-08-16 05:24:00-04:00,58269.0,58134.0,1.04,TP,140.4,24.211824,116.188176,1.5247840150677592,7734.650720444594,2,equilibrium,1m,1.8425254882692486
ICT,SHORT,2024-08-16 05:39:00-04:00,2024-08-16 06:02:00-04:00,58268.0,58134.0,1.327,TP,177.81799999999998,30.8930908,146.92490919999997,1.9001784856182955,7881.575629644594,2,equilibrium,1m,2.2997185419099386
ICT,SHORT,2024-08-16 09:55:00-04:00,2024-08-16 10:07:00-04:00,58619.0,58509.0,1.124,TP,123.64000000000001,26.330374400000004,97.3096256,1.243554514963751,7978.885255244594,1,ote,1m,1.5616420773405721
ICT,LONG,2024-09-23 03:18:00-04:00,2024-09-23 03:39:00-04:00,63424.0,63574.0,1.057,TP,158.54999999999998,26.847377199999997,131.70262279999997,2.5716786031247567,8110.587878044595,2,equilibrium,1m,1.6301970815495948
ICT,LONG,2024-09-23 04:02:00-04:00,2024-09-23 04:04:00-04:00,63491.0,63421.1662491,1.277,SL,-89.17769989929685,60.75945751505539,-149.93715741435224,-1.8492950549999088,7960.650720630242,2,equilibrium,1m,1.3072718968042343
ICT,LONG,2024-10-07 05:29:00-04:00,2024-10-07 06:21:00-04:00,63125.0,63029.5714125,0.893,SL,-85.21772863749882,42.231098999249376,-127.44882763674819,-1.6013447604698308,7833.201892993494,2,equilibrium,1m,1.5035063113604488
ICT,SHORT,2024-11-14 03:16:00-05:00,2024-11-14 03:20:00-05:00,91439.0,91019.0,0.668,TP,280.56,24.3763888,256.18361120000003,3.2936633795164267,8089.385504193494,2,equilibrium,1m,3.5775771035063384
ICT,SHORT,2024-11-14 06:49:00-05:00,2024-11-14 06:50:00-05:00,91332.25,91454.476783225,0.715,SL,-87.39215000588017,49.02498474500322,-136.4171347508834,-1.687207280150241,7952.96836944261,2,equilibrium,1m,1.6647174954512203
ICT,SHORT,2024-11-20 03:13:00-05:00,2024-11-20 03:17:00-05:00,93024.0,93138.3369024,0.757,SL,-86.55303511679887,52.861980169314236,-139.41501528611312,-1.7535781125867416,7813.553354156497,2,equilibrium,1m,1.7900670322972962
ICT,SHORT,2024-11-20 03:20:00-05:00,2024-11-20 03:41:00-05:00,93129.0,93260.4541129,0.64,SL,-84.13063225599937,44.7481918477408,-128.8788241037402,-1.6488562312152943,7684.674530052757,1,ote,1m,2.3991025882468375
ICT,SHORT,2024-11-20 05:03:00-05:00,2024-11-20 05:06:00-05:00,93210.0,93312.54032100001,0.824,SL,-84.49322450400632,57.6502512734772,-142.14347577748353,-1.8507050549999553,7542.531054275274,1,ote,1m,4.012445016628841
ICT,SHORT,2024-11-27 03:20:00-05:00,2024-11-27 03:26:00-05:00,93436.25,93284.0,0.685,TP,104.29125,25.580674250000005,78.71057575,1.0428338381603985,7621.241630025274,1,ote,1m,1.3817513528230756
ICT,SHORT,2024-11-27 03:56:00-05:00,2024-11-27 04:02:00-05:00,93469.0,93335.0,0.759,TP,101.706,28.356847200000004,73.34915280000001,0.9618807791458319,7694.590782825275,1,ote,1m,1.3337447371826492
ICT,LONG,2024-11-28 04:24:00-05:00,2024-11-28 04:40:00-05:00,95232.0,95384.0,0.711,TP,108.07199999999999,27.105595199999996,80.96640479999999,1.0521546307930758,7775.557187625275,1,ote,1m,1.404390568408557
ICT,LONG,2024-11-28 05:47:00-05:00,2024-11-28 05:48:00-05:00,95081.0,94976.42040809999,0.818,SL,-85.54610617420686,58.28514314160418,-143.83124931581105,-1.8492950549999798,7631.725938309464,1,deep_discount,1m,1.4513940745258451
ICT,SHORT,2024-12-06 03:17:00-05:00,2024-12-06 03:20:00-05:00,98465.0,98576.288393175,0.567,SL,-63.10051893022307,41.90694653541162,-105.00746546563468,-1.8258420247233897,7526.71847284383,2,equilibrium,1m,1.7207231120771314
ICT,SHORT,2024-12-06 03:22:00-05:00,2024-12-06 03:41:00-05:00,98653.0,98766.5006625,0.572,SL,-64.92237894999718,42.3578443084225,-107.28022325841968,-1.809918821369072,7419.43824958541,2,equilibrium,1m,1.4055080721747388
ICT,SHORT,2024-12-06 04:35:00-05:00,2024-12-06 04:51:00-05:00,98369.25,98200.0,0.639,TP,108.15075,25.121550150000004,83.02919985,1.118988884271955,7502.467449435409,2,equilibrium,1m,1.4575533341801215
ICT,SHORT,2024-12-19 05:34:00-05:00,2024-12-19 05:44:00-05:00,102286.25,102423.527578625,0.591,SL,-81.13104896737416,45.38300238943206,-126.5140513568062,-1.6850920016391737,7375.953398078604,2,equilibrium,1m,1.4818604925758836
ICT,SHORT,2024-12-19 05:46:00-05:00,2024-12-19 05:48:00-05:00,102415.0,102535.6655413,0.656,SL,-79.15659509279813,50.431716127301044,-129.58831122009917,-1.7891295168839838,7246.365086858505,2,equilibrium,1m,2.802167009153734
ICT,SHORT,2024-12-20 09:31:00-05:00,2024-12-20 09:31:00-05:00,95312.0,95483.85643089999,0.438,SL,-75.27311673419655,31.351392214203806,-106.62450894840035,-1.4998241128772671,7139.740577910105,2,equilibrium,1m,1.6272556243157363
ICT,SHORT,2024-12-20 09:33:00-05:00,2024-12-20 09:34:00-05:00,95492.0,95642.010494725,0.386,SL,-57.90405096384726,27.676781228030116,-85.58083219187738,-1.5786140383460388,7054.159745718227,2,equilibrium,1m,2.199006734711264
